	reviewText	overall
3561	Visually for folks who mainly use the Mac for entertainment this is a minor upgrade frankly not worth the bother But for folks who use OSX for its power speed	5.0
3562	Snow Leopard is the latest OS X version and is an excellent upgrade given its bargain price This is a revamped Leopard and not a totally new operating system but	4.0
3563	I cant believe this upgrade isnt getting a solid five star rating Sure it took over an hour to install When I restarted I opened mail and I was prompted	5.0
3564	First of all the real advantages of OSX 106 are not additional features held to a minimum this time but performance especially speed and extra gigs of freed up space	4.0
3565	A short history of upgrading the OS for MAC When I upgraded from TIGER to Leopard X the upgrade that was recommended essentially wiped my hard drive clean so after	5.0
3566	Here are some answers to questions that I think people might have Who can use Snow Leopard This is only for the new Intel Macs You can install Snow Leopard	3.0
3567	I have an older macbook so I cant take full advatange of this upgrade but I still bought it Why you might ask I am always impressed with Apple and	5.0
3568	I installed the family edition tonight on two laptops a MacBook and MacBook Pro It is immediately obvious the new Finder is worth the price of admission alone Finder windows	5.0
3569	The price of the family pack makes this a no brainer You get license to install on 5 computers in the same household for a price less than two individual	5.0
3570	The most remarkable thing about Snow Leopard is simply that it can be installed on a Mac running Tiger You do not need to pay the money to buy the	5.0
3571	In recent years it has seemed that Apple has been shifting more attention to iOS While this makes sense given that they have been getting better market share with iOS	3.0
3572	Amazon has just recently made Snow Leopard even more irresistible by lowering the price of the Family Pack to within range of the already discounted Single User copy which Im	5.0
3573	Still the most beautiful and elegant OS out there bar none Just looking at beautiful box Snow Leopard comes in you already know you wont be disappointed since the attention	5.0
3574	There is not much of an upgrade to be found here from Tigernew wallpaper and few more apps that I dont use other than that everthing is the same If	1.0
3575	Snow Leopard isnt a dramatic improvement over Leopard but for the price it certainly isnt a bad idea In addition to what youll probably read in the other reviews here	4.0
3576	I hesitated before purchasing Snow Leopard since I know new operating systems can wreck your computing environment but the Apple OS upgrades have always served me well so I went	4.0
3577	I tried installing this on three Macs two iMacs and one MacBook two regular installations and one clean install Everything was smooth and perfect for each computer and the installation	5.0
3578	Ive installed on four computers so far everything went well on three of them The fourth had a third party Firewire 400 card which made installation impossible The system would	4.0
3579	Because of nerve damage I have a difficult time typing and thought that this software would be useful I purchased a good digital microphone and installed the software Setup seemed	2.0
3580	Just a quick note to let you know that you will need to upgrade to the Dragon Naturally Speaking 10 PREFERRED version if you plan on using a digital voice	3.0
3581	I wanted to try the Dragon Standard because when I type my mind wanders and I start loosing my train of thought or get off subject It works good for	4.0
3582	This program is awful on so many levelsso where to begin First I cant get it to work properly on Vista The program shut down my sound Audio Service quite	1.0
3583	I have mixed feelings on any voice recognition software If I knew how to type properly instead of the hunt and peck method I use I wouldnt have any need	4.0
3584	I needed a security program and wanted something simple and easy to understand and this was both I am not a computer geek and Ive had limited experience and exposure	4.0
3585	I hadnt been aware of BitDefender before being offered the opportunity to review BitDefender Total Security 2009 Ive used Norton and McAfee and fund plenty to criticize in them Over	5.0
3586	Installation was easy and trouble free However if you currently have some antivirus software or other similar programs BitDefender suggests that you delete that program before installing BitDefender or else	4.0
3587	Thank you for the prompt delivery of this product It has out performed all the competitive products that I have used over the years and it has a backup routine	5.0
3588	This suite has a lot of positives For starters bitdefender has great malware detection rates consistently ranking near the top in independent tests Offering a 2 year subscription instead of	3.0
3589	Bitdefender has a nice assortment of features but from my experience this package just wasnt ready for the market I hardly even had the opportunity to test out the software	2.0
3590	Just as the name implies this is a totoal package I have used it on my desk top and so fat it is doing what it is supposed to do	4.0
3591	I need to rewrite my review based on what has been said BitDefender Total Security 2009 so far has been great for me It got rid of viruses that infected	5.0
3592	This is an ok product I work with antivirus software as part of my job and this product is firmly in the middle As far the antivirus part goes it	3.0
3593	I like this yet I prefer Spybot S D which does the same thing yet is free	4.0
3594	Ill start off by stating the installation of Bitdefender the process went semi smoothly for installation on my high performance home server that is on 24 hours and runs largely	4.0
3595	I started out feeling very frustrated with BitDefender When I installed BitDefender it did not work immediately I kept getting an error message that said the services were unavailable Nothing	3.0
3596	The Good A wide array of tools and scanners as well as firewall and virus protection Gamer Mode Laptop Mode customizes your experience Optional online back up tool 2 YEARS	5.0
3597	This review can become quite long if I elaborate too much so Ill stick to bullet points to explain my experience with the program I was optimistic because this program	1.0
3598	I am a recent convert to McAfees internet security solution and I have recently upgraded from the 2008 version to the 2009 version I was impressed with the VAST inprovements	4.0
3599	The install process was easy on Vista Ultimate In fact this version of the software uses a really convenient system where you register on their site to activate your software	4.0
3600	For years I was a Norton user Then about 4 years ago I went full bore into the Mac World As much as I like Mac I find I need	2.0
3601	When you find a quality name brand that lives up to the lofty expectations you have as a consumer you should be loyal to that brand For my computer security	5.0
3602	McAfee is a very easy Internet Security package to use I have not had any noticeable infiltrations on any of the machines 1 XP pro laptops 1 XP pro tablet	4.0
3603	This is a good easy to use software for your security needs McAfee has been a good company over the years and I would recommend this product	5.0
3604	a data hook product link linked class a link normal href McAfee Internet Security 2009 3 User dp B001C33V4G ref cm cr arp d rvw txtie UTF8 McAfee Internet Security	3.0
3605	Ive been running McAfees anti virus and anti spyware software for quite a while now and am satisfied with the product It does the job its billed to do without	4.0
3606	When computer users were searching for a term to apply to computer programs that came loaded with viruses harmful DRM Digital Rights Management or other insidious ways of slowing down	2.0
3607	WHen it comes to virus protection users differ in what they want so Ill note that we wanted basic family protection as well as a few bonus features that came	4.0
3608	While I did not expect much with McAfee Internet Security 2009 it did at least meet my expectations As someone that works in the computing industry I know how the	4.0
3609	Back when we owned only one computer McAfee was the internet utility software we used After my husband became a certified system engineer and our home network grew to rival	5.0
3610	You cant go wrong with McAfee Easy to install this security system will do the job without slowing your computer down to a crawl like some of the others Ive	4.0
3611	If youre like me youve spent much time with these consumer level security software over the past few years Chances are that your experiences were not entirely positive While offering	1.0
3612	It couldnt have come at a better time My old PC cillin A V was an older version and I didnt know for sure if it was even downloading the	4.0
3613	If youve used McAfee in the past you probably know the annoyances with it Constant pop ups telling you about everything even when it shouldnt be flagged as dangerous at	3.0
3614	With all the competing products out there including the free version of AVG its tough to justify shelling out this kind of money for anti virus software Realizing that McAfee	4.0
3615	If you want to control every 1 and 0 that your computer has to deal with this program is not it Its not the most powerful nor the most comprehensive	4.0
3616	The best thing about his program that anyone should want to know is that it works and more importantly it works efficiently Unlike any Norton Product McAfee Security center doesnt	5.0
3617	This version of McAfee offers a whole bundle of features including some cool stuff that isnt on previous versions Installation is fast and easy even though you have to remove	5.0
3618	If there is one reason why I like this product it is the simplistic rating that they provide to each and every website even before you visit that website Let	5.0
3619	In the beginning there were not many choices in computer virus protection but that changed throughout the years and the market is now flooded to the point where the general	5.0
3620	Right now there are a pleethora of options for internet security on the market Of course there are the big hitters Microsoft McAfee and Nortons to name a few With	4.0
3621	I have used mcafee on and off over the years seems that free avg stuff might seem good free always is However Mcafee is alot better choice it isnt all	5.0
3622	Ive used Norton and AVG before trying this program and I prefer this one Testing security software reminds me of the old joke about snapping your fingers to keep away	5.0
3623	Installation time downloading from internet with DSL took about 30 minutes including a couple reboots as required Takes up more memory in the background than previous version did Previous version	4.0
3624	Installation was simple During the setup you can configure settings for home network firewall and parental control Choices are clear and you can change your selections later if you decide	4.0
3625	Unlike other anti virus software Id been using Bitdefender Internet Security updates hourly as opposed to two to four days It also has settings protection and vulnerability scan which my	5.0
3626	Bitdefender works really well on both vista and xp machines and I really like the clean interface and the fact that it runs pretty low key in the background without	5.0
3627	If you have lots of time on your hands and need a new hobby this package is for you Bitdefender used to be a top line product Not anymore After	1.0
3628	I installed this on an older computer Latitude C610 laptop so if you have a newer faster computer this may not apply to your situation so maybe go on to	3.0
3629	I have tried all the antivirus programs and like none of them Bitdefender has faults but is by far the best program However you can do almost as well using	4.0
3630	The software offers good basic protection for the PC It is a little slow compared to similar products It automatically scans devices you plug in which is a definite plus	4.0
3631	For the price Bitdefenders Internet Security 2009 Family Edition is bargain priced First customers can run the program on three computers Second the program can be used for two years	5.0
3632	Not bad at all Id stress tested this for 7 weeks now Two things got by it Rootv6 and SELOPW32 which arent even in the wild Upon updating it found	4.0
3633	My Computer Vista Home 26 ghz Intel pentium IV 15 GB of ram as you can see very old 6 years Im going to try be as unbiased as possible	5.0
3634	You get the idea early on that this is the best most robust solution that you have ever put on your computer So many options wizards choices and levels of	5.0
3635	As a former user of Norton McAfee I am really happy with Bitdefender so far I dont get bugged all the time with updates and scan progress windows with this	5.0
3636	Ive used many different anti virus and security applications on many different computers over the years and although Bitdefender is less bloated hogs less computer resources than software like Norton	3.0
3637	I have Trend Micros Internet Security on one computer at home and BitDefender on another I have to declare myself thoroughly delighted with both of them The BitDefender gives perhaps	5.0
3638	Bitdefender has been a popular brand name for internet security for a long time and this is a TWO YEAR license for up to 3 separate PCs Really a great	5.0
3639	UPDATE The subscription suddenly expired about a year and a half prematurely and technical support has proven to be unhelpful I withdraw any recommendation for this product on that basis	4.0
3640	Well this version have something the new versions dont have with photosnap one of the goodies of version 9 I can manipulated the photos very easily anyway I want I	5.0
3641	Back in the early days of CD mastering software Adaptec Easy CD Creator now Roxio was the only real player in town Then came Nero which was light swift and	2.0
3642	After 10 years of Nero I just paid to upgrade to 9 After installing it I wish I can get my money back The only reason I upgraded was Windows	1.0
3643	After using Nero 7 this release is awful Its awful because it fails to do the most simplest of tasks that version 7 had no problem with what so ever	1.0
3644	I could not get this software to install on my peecee My environment Windows XP Pro service pack 3 all Microsoft updates applied Hardware is about two years old and	1.0
3645	I was running Nero 8 and installed a Blu Ray player When I inserted a Blu Ray Disc Nero started and told me I had to have Nero 9 I	1.0
3646	If you head over to Cnet youll see they gave this a program a 10 10 review Their short and overly sweet review doesnt mention the horrific installation process the	1.0
3647	Ive used my different anti virus and security applications on many different computers over the years and Im reasonably impressed with Trend Micro Internet Security Pro The application is easy	4.0
3648	In this day and age we all know that anti virus software is a must for any windows based computer However most software developers to give you all the protection	5.0
3649	I have the non Pro version and picked up the Pro version Overall the core areas of the product are good The virus protection and parental control are very good	3.0
3650	I have been a big fan for Trend Micro for the last four years however I made the switch away from Trend Micro when the 2007 version came out Many	4.0
3651	How do you review an Internet Security package Well I had to think about that and this is what I came up with 1 What I want more than anything	4.0
3652	When comparing Trend Micros Internet Security Pro with McAfees VirusScan Plus I found that both do their jobs well I am especially impressed with their site advisory systems which enable	4.0
3653	Flatly this is the WORST software Ive ever tried to use and I have yet to find a computer itll run with If 0 stars were an option Id be	1.0
3654	Trend Micros internet security products have always offered great protection but have suffered from being hideously slow This version is much faster than older releases while being just as effective	5.0
3655	35 Stars The trend Micro Internety Security Pro is a decent security option when compared to Norton or Mcaffe but honestly the pro features are really not worth the additional	3.0
3656	Ive used Trend Micro products before and each time installation is always a hassle The previous program has to be completely un installed before a new program can be installed	3.0
3657	Installed this on my home server system Dell Dimensions AMD X2 6000 with XP Media Center with 2GB RAM 1TB HD I followed all the directions carefully by having previous	2.0
3658	In a sense I feel like something of a techno Goldilocks Microsoft OneCare had all the features that I liked yet it couldnt function well with my wireless router and	5.0
3659	The installation was easy and this program has already detected several suspicious files on my computer I highly recommend this product	5.0
3660	I installed Internet Security Pro on my 2003 IBM Thinkpad x24 running Windows XP Pro on approximately 768mb of RAM This computer has been through a lot Ive tried any	4.0
3661	Trend Mocro Internet Security Pro provides very good protection from virus and worms and it is a very good replacement for the default Windows Firewall Since my email server already	3.0
3662	Im a bit fed up with Norton So fed up in fact that I decided to try one of its competitors And I have to say Im surprised by my	4.0
3663	The Good Set it and forget it Traditional firewall and scanners you expect from a suite and then some Innovative features like anti theft protection keystroke encryption and wi fi	5.0
3664	This is a product that I have had the pleasure of using before the Vine Program The Internet Security Pro was introduced last year in 2008 and I used it	5.0
3665	I recently had the chance to review Trend Micro Antivirus and found it to be an adequate antivirus The program to be very user friendly and easy to install And	4.0
3666	Installation was easy and it seems to be doing its job I havent noticed my computer slowing down at all from this software	5.0
3667	I have been a Trend Micro user and supporter for many many years and easily can recommend most of their products I find their applications to do the job as	5.0
3668	Trend Micro does what it is supposed to do very effective I am having less and less problems on my computer since its installation recommended	5.0
3669	Imagine a flu shot that made you feel sick for several days On the one hand you wouldnt get the flu so you wouldnt get some of the really nasty	3.0
3670	Now let me preface this review by stating that we have in the past used been quite content with Trend Micro updating annually to their latest version that was until	2.0
3671	I have used this for sometime and find it to be very reliable nothing speacial but it gets the job done well It will protect from viruses and spyware its	4.0
3672	For home use anti virus anti spyware Im looking for three things 1 Easy to install and easy to use 2 Operates light and doesnt slow down my laptop 3	5.0
3673	Trend Micro AntiVirus AntiSpyware provides a reasonable level of protection for home users I tested it with a safe virus test suite from and the Trend Micro software successfully detected	4.0
3674	Nobody likes viruses and spyware so those of us who use Microsoft Windows know that antivirus software is essential for online security With Trend Micro Antivirus Antispyware you get very	5.0
3675	Easy to install and has not crashed my computer so far The interface is pretty simple and easy to use Doesnt seem to use too many resources No problems with	5.0
3676	Trend Micro Antivirus Antispyware 2009 is not a complete security suite for your computer It is an antivirus with an antispyware component but is lacking three important things 1 An	3.0
3677	I have been using Trend Micro products for years and this is the best one yet I recently bought a new laptop and was using a freeware product called Avast	5.0
3678	I started to install this on my new laptop but it already has the new Norton 360 on it Some programs will work together but this one wants to be	2.0
3679	I have used Norton for many years It came with my first computer and I grew to believe that it was necessary to put up with a few minor inconveniences	3.0
3680	The Amazon price is just about right for this product Easy to install and easy to use without any extra bells or whistles For the casual user this product should	3.0
3681	I installed Trend Micro AntiVirus plus AntiSpyware on a brand new computer with Windows Vista the installation was simple and the only thing needed was an update The program integrated	5.0
3682	When I got this software I was anxious to install it I used to use Norton and hated the fact that upgrades were so painful and sometimes failed completely I	2.0
3683	I seemed to be on an evaluation kick for AntiVirus AntiSpyware products lately with Trend Micro providing the latest for me to check out I will say that out of	3.0
3684	I actually picked this up without reading the box My bad I like to try different security software to spread my luck around on the different equipment hoping if one	2.0
3685	The device itself is nice and small and very cool looking But the quality of the scans is a very low 200 dpi Which means it is great if you	2.0
3686	This new NeatScan to Office product contains the same hardware you will find in the nbsp a data hook product link linked class a link normal href NeatReceipts Mobile Scanner	5.0
3687	I installed this scanner on my 6 month old Dell laptop running Windows XP Pro The installation was quick and easy and it integrated automatically into Microsoft Office The first	5.0
3688	div id video block R2EH9C7069449C class a section a spacing small a spacing top mini video block div input type hidden name value https images nassl images amazoncom images I	4.0
3689	I think the best thing about this product is its size and the fact that it is powered by the USB and not an external AC adapter Works just like	4.0
3690	This product was a cinch to install So far Ive had no problems I cant say how effective the product has proven in my system but I have had it	4.0
3691	Synopsis This product has a great set of tools pretty much everything that you would want to have in an integrated security suite I would give it 4 maybe 5	3.0
3692	If you just bought a computer or planning to go for a antivirus antispyware PCtools Internet security is the answer here is why Are there not any freeware security software	4.0
3693	Short Review PC Tools Internet Securty 2009 is a security suite with all the usual bells and whistles It defends your computer without hogging resources and without being too invasive	4.0
3694	I had some problems with this product at first because I was using another product that didnt seem to allow this system to operate properly I was getting some very	5.0
3695	So I bought myself a cute little nbsp a data hook product link linked class a link normal href Samsung NC10 14GB 10 2 Inch Netbook 1 6 GHz Intel	4.0
3696	The price is right on this all in one package of PC security tools There are others out there each with pros and cons but for the price this has	4.0
3697	I had high hopes for this product However my hopes were dashed immediately after installation I installed the program on a fairly new machine running a fresh installation of XP	2.0
3698	I really like this software program its easy and straightforward I was able to use the program right out of the box instead of having to read and learn how	5.0
3699	This software combines anti spyware anti virus installation was not complicted but I did need to call customer support who were very helpful and courteous This product has the highest	4.0
3700	Im kind of a personal computer security freak It seems Ive tried everything out there at least once Norton Symantec McAfee Trend Micro Zone Alarm Avast Kaspersky etc Ill compare	4.0
3701	I had been becoming of the mind that anti virus software may actually be worse than the viruses and malware themselves Most retail offerings are overpriced difficult to install and	4.0
3702	We do allot of advertising and surfing to promote some of the new features of our websites from time to time But every now and then we come across a	5.0
3703	The computer I installed this on was a 2 year old laptop with 2gb ram and Intel Core 2 Duo processor using Windows XP Installation went fine which is good	2.0
3704	I decided to knock off a star as their marketing claims its easy to use My experience with the product indicates otherwise Thats not to say its worse than the	3.0
3705	I have to admit I am really dissatisfied with how McAfee takes over my entire computer So I gave two PC Tools products a try and the results were very	5.0
3706	When I started using this program I was nicely suprised It picked up a few things that McAffee and Norton had not and took care of them quickly and cleanly	5.0
3707	Installation was very quick and seamless Minimal irritating pop up windows unlike Norton and gets going with updates and scan quickly low resource consumption Picked up waaaaaay more spyware than	5.0
3708	In my work I run into all sorts of computer problems Many are caused by Spyware and Viruses This product will not remove viruses but it will remove spyware For	4.0
3709	lkjalkjal kajlak jalkja lakjl ajal kajlak jalkja lka jlakj alkj alkajl lkjalkjal kajlak jalkja lakjl ajal kajlak jalkja lka jlakj alkj alkajllkjalkjal kajlak jalkja lakjl ajal kajlak jalkja lka jlakj	5.0
3710	I used both webroots spysweeeper and PC tools Spyware Dr Last year it seemed they were close in detections Now Spyware dr is giving spysweeper a daily smackdown Spyware dr	5.0
3711	I was very disappointed with this software It doesnt support 64 bit architecture which more and more computer users are moving to Without 64 bit support this product is useless	2.0
3712	In view of many of the other more detailed reviews let me be brief This is an excellent tool for detecting and deleting spyware SpywareDoctor is easily installed and finds	5.0
3713	Even though the new computers I buy usually come with Norton I like to switch out to other defensive programs So I uninstalled Nortons from the HP laptop and put	4.0
3714	PC Tools Spyware Doctor 2009 v60 is incredibly straightforward and easy to operate Once the software was installed I could use program right away rather than having to comb through	5.0
3715	When I tried to install this product it caused problems on my Acer laptop with Windows XP slow boot hung system so I immediately uninstalled it When I have time	2.0
3716	I thought the McAfee programs were bad about being memory pigs but Ive never seen ANY program that can come even close to being as big of a HOG AS	1.0
3717	I was interested in SpywareDoctor because of some good reviews about the product that I have read That is important to me since I am no computer expert The next	5.0
3718	Installation was difficult stressful and very long It was many hours of aggravation installing it After installing from the disk the activation code did not work and the product was	3.0
3719	Im in charge of keeping 5 computers healthy and bug free two at home 3 at work so I am always on the lookout for easy programs that work quietly	3.0
3720	I was excited to see what differences PCTOOLS offered in comparison to the big two anti virus software makers Alas I failed to read the small print This does not	3.0
3721	I installed this program today and my observations are Pros Very easy to install Gave you the option to update after installation which I did Updates listed out prior to	5.0
3722	Doesnt it stink that there are people out there who have nothing better to do than to SPY on you through your computer Besides the invasion of privacy that this	5.0
3723	I have to admit I am really dissatisfied with how McAfee takes over my entire computer So I gave two PC Tools products a try and the results were very	5.0
3724	A quick and to the point review of PCtools anti spyware How does PCtools compare with the rest of the anti spyware in the market PCtools is the best I	4.0
3725	If I could change my star rating I would give it only 2 or 3 stars When someone invents a way to protect computers and web browsers from viruses without	4.0
3726	Its very frustrating but after years of using Quicken theyve finally given sufficient reason to abandon it Download of financial information has not worked for over a month erroneous prices	1.0
3728	I found Quicken 2009 Deluxe Edition to be nothing but frustration Ive had lots of problems hooking up Quicken to multiple banks It will work one day and then stop	2.0
3729	Intuit is a despicable company now This is the same that company came out with really functional and reasonably priced products in early 1990s like Quicken Quickbooks Turbotax But somewhere	1.0
3730	I was a loyal quicken user from the early 1990s until about two years ago when I switched to MS Money Since that is now defunct I am back to	2.0
3731	Finally close to a year later the QB team has fixed the online banking feature They did this by allowing users to use the online banking feature the way it	3.0
3732	I have been a beta tester for Quicken Windows for a number of years Each year I think I dont think anything can be improved over last years And each	5.0
3733	Ive used Quicken since the late 80s Ive tried MS Money as well as other small accounting programs but I always come back to Quicken Though there are small things	5.0
3734	Intuit is a despicable company now This is the same that company came out with really functional and reasonably priced products in early 1990s like Quicken Quickbooks Turbotax But somewhere	1.0
3735	I am a CPA and accountant I wanted a product to keep track of my finances My father in law recommended this product so I went for it I am	1.0
3736	This is a good productthe defacto standard for personal money managet software HoweverI was basically forced to upgrade as Intuit stopped supporting my previous version Intuit milks its users They	4.0
3737	Total crap My personal Excel file is more efficient Main gripes loads junk onto desktop institutional interfaces when they work are corrupt and result in error cumbersome edit features	1.0
3738	I foolishly decided to upgrade my 2007 version of Quicken to 2009 after being prompted by Quicken to do so I figured the new version would potentially offer some improvements	2.0
3739	I too have experienced downloading bank transactions with quicken premier 2009 XP version It would help if reviewers would indicate the operating system they are using Are the problems occuring	2.0
3740	I have been using Quicken since it was a DOS version and it gets better each year it is a great program and can be as simple or as complex	5.0
3741	Ive got to say that I dont think Ive ever seen so many 1 star reviews for anything here on Amazon So needless to say I was VERY hesitant about	4.0
3742	Having used and been satisfied with Quicken 2006 since it came out any many other versions before that the ONLY reason I upgraded to 2009 was because Intuit will shut	3.0
3743	These comments are based on my continuing nightmare of lousy experiences with Quicken Deluxe 2008 This software which has been getting continually worse since 2002 couldnt have possibly improved since	2.0
3744	I recently upgraded to Quicken Deluxe 2009 from the 2008 version of the same product I have no regrets and believe it was well worth the money I find the	5.0
3745	First let me say that I do believe that every new version of any program is going to have issues Ive never used a totally bug free program with a	5.0
3746	I have been using Quicken 2009 for a couple months as a beta tester There are some great improvements that will be noticed by all users new setup tab makes	5.0
3747	Intuit is a despicable company now This is the same that company came out with really functional and reasonably priced products in early 1990s like Quicken Quickbooks Turbotax But somewhere	1.0
3748	Still the same good product but some tasks have been made easier and I like the tab functionality better than the old buttons A good upgrade	4.0
3749	A financial software such as Quicken is suppose to make your life easier which it was doing that when it first came out in the 15 years ago But Intuit	1.0
3750	Ive had it with Quicken From its bizarre copy protection schemes to the endless promotions of its own products within the program and some of the dumbest programming decisions around	1.0
3751	I use this primarily for cloning hard drives see my So youd like to Guide on Protect your computer against a hard drive failure	5.0
3752	First of all this version was new until just a couple of months ago and according to Acronis Customer Support they have no inclination to have this software support Windows	2.0
3753	XP Home SP3 installed I purchased to clone a 640G SATA from an 80G PATA Install and update ok 64 character serial code a bit much but done Clone instructions	3.0
3754	I purchased this software from Amazon about two months ago installed it on my vista computer and backed up my hard drive to an external drive I had problems from	1.0
3755	Besides disk cloning which is the reason I purchased it True Image offers numerous backup and protection options and adds a number of utilities meant to preserve ones privacy by	5.0
3756	div id video block R22VC0GTFOTC9Z class a section a spacing small a spacing top mini video block div input type hidden name value https images nassl images amazoncom images I	1.0
3757	There is little to like and a lot to dislike about this program It insists on making you operate its way and tries to force you to schedule everything schedule	1.0
3758	If you have any problems you will not be able to get any tech support In fact it is highly unlikely that you will ever be able to reach anyone	1.0
3760	I run Norton Internet Security on two 64 bit Vista Home Premium PCs It works great Im impressed So I bought another copy to install on a 32 bit version	2.0
3761	NAV 2009 is so much faster than previous versions I can browse and shop online knowing my laptop is protected I recommend this product to everyone I use it on	5.0
3762	I should know Ive tried all the major vendors McAfee is as almost everyone knows is so sh ty that they give it away AVG is temperamental based in Malta	5.0
3763	Norton Antivirus 2009 is one of the best antivirus software stops viruses spyware bots worms and malicious threats great interface good virus database it works on Windows Vista and XP	5.0
3764	I bought this after trying it from Symantec I could not recommend it highly enough if youre uncertain I strongly recommend that you download the 14 day trial from their	5.0
3765	Much faster install process than NAV 2008 Boot to desktop Live Update download and install of patches was faster also Make sure Norton Uninstall Tool is used to remove old	4.0
3766	I have only installed the Norton AntiVirus 2009 3 User product today but so far the installation registration and activation all seem to have gone more smoothly than past versions	5.0
3767	This is one of the most economical ways to buy this product if your house has more than 1 computer	5.0
3768	Ive used Norton products since long before they were acquired by Symantec I wept when that happenedhaving had nothing but problems with Symantecs software previously Over the years I saw	4.0
3769	Norton Internet Security is the best antivirus program I have ever used It protects continuously without draining system resources Scans are thorough along with automatic quick scans as necessary Norton	5.0
3770	This new version is fantastic Quick installation Good anti virus and internet protection Great performance Custom parental control Scanning is fast	5.0
3771	I had to choose another security product when MS decided to scrap the Equip product However going back to Norton was an easy choice The 3pc feature is important for	5.0
3772	Installing Norton Internet Security has always been one of the least favorite things to do I have stayed with Norton because of its preformance This year upon installing with a	1.0
3773	Im not kidding when I say avoid Symantec as your Anti Virus provider This is probably one of the absolute worst companies Ive dealt with VERY POOR support and awful	1.0
3774	Like the other reviewers I too am blown away This is the best security software on the planet Easy and quick to load no problems It seems to be doing	5.0
3775	I became very anti Norton over the past few years It seemed like their products got slower and slower with more crashes as each year passed Norton 360 and Norton	5.0
3776	I wrote in my review of Norton Internet Security 2008 that I used the product but despised it The hit to my systems resources was just too great and I	5.0
3777	I wrote in my review of Norton Internet Security 2008 that I used the product but despised it The hit to my systems resources was just too great and I	5.0
3778	WARNING to anyone thinking about buying this product Please understand that you will not be buying this product only RENTING it If you do not renew every year the product	1.0
3779	Good product but I paid too much for it at Amazoncom If Id have waited another week or so stores like Best Buy Circuit City Staples etc had the same	3.0
3780	This is the 3rd time in 5 years of trying out Norton Internet Security for me Every year prior just wanted to make me scream I always had a software	5.0
3781	Id heard Norton 2009 was a dramatic improvement over previous editions and since Zone Alarm still wont work with my 64 bit Vista I canceled my Zone Alarm purchase and	5.0
3783	IMPORTANT UPDATE Microsoft will be releasing a new version of Windows Home Server in the 1st half of 2011 As of December 2010 the announcement is official that the newer	4.0
3784	Pros Easy and automatic daily backup of all your Windows computers Easy file sharing Familiar Windows GUI Great for non techies but only after its setup correctly Low system requirements	4.0
3785	Like most other reviewers I agree that Windows Home Server WHS is a pretty good product and I recommend it as a good solution for backup and file sharing in	4.0
3786	I have been installing Windows systems since Windows for Work Groups and this is not a winner If you are not an experienced IT personthen you should just buy a	1.0
3787	Ive been useing Windows Homer Server on one of my OLD comupters for about 3 months now and it works really well I had a computer that has pentium 4	4.0
3788	I have been protecting my PCs and those of my family members with Norton Antivirus for about 10 years now None of those computers have ever gotten a virus Not	5.0
3789	Norton Antivirus 2009 is one of the best antivirus software stops viruses spyware bots worms and malicious threats great interface good virus database it works on Windows Vista and XP	5.0
3790	Norton AV 2009 has been getting rave reviews and with good reason It is a much improved product over previous versions and runs in the backround without noticeably slowing down	5.0
3791	This product is MUCH improved over previous versions It just works without getting in the way Check my review history because with prior versions I was no fan Now I	5.0
3792	The Norton Antivirus 2009 has been pretty good I have no complaints it has been catching some possible intrusions I would recommend this to someone I am pleased with this	5.0
3793	I abandoned Norton AV after several years of their bloated slow products I never thought Id bother to try another version of their product since Im very happy with Kaspersky	5.0
3794	NAV 2009 is so much faster than previous versions I can browse and shop online knowing my laptop is protected I recommend this product to everyone I use it on	5.0
3795	I find Quicken in general very easy to use so it was a natural when I needed a home business accounting software to take a look at QuickBooks I only	4.0
3796	The online banking does not work My bank Wells Fargo said it is a QuickBooks problem Guess what QuickBooks wants to charge me to fix it If you Google QuickBooks	1.0
3797	I bought QB 2009 Pro to replace Quicken 2009 since I needed to separate two companies better than Quicken does After installation I imported the same data from Quicken twice	4.0
3798	I was told to upgrade to Quickbooks by my accountant I was using Quicken Home and Business 2009 I went to there web site and it said it would convert	1.0
3799	Our accountant insisted we do this upgrade We have been using Quickbooks since 2000 and are used to having to upgrade on a regular basis but this has been the	1.0
3800	Intuit is a despicable company now This is the same that company came out with really functional and reasonably priced products in early 1990s like Quicken Quickbooks Turbotax But somewhere	1.0
3801	If you download transactions checks credit card transactions as most businesses do DO NOT BUY QB 2009 It is simply not functional Ive used QB Quicken and Turbo Tax for	1.0
3802	Microsoft just gave me a FREE upgrade to Accounting 2009 as they did everybody who bought any previous version Unlike the notoriously unreliable Quickbooks it actually worked the first time	1.0
3803	As a loyal user of Streets and Trips for several years I have purchased every version often by pre order since 2001 In short S T has several advantages over	5.0
3804	Not very pleased with this product bought it to upgrade my older 2005 version it is actually not as good as the old program Push pins did not import properly	2.0
3805	I have been using Microsoft Streets and Trips for many years This is still my preferred mapping software for the following reasons Ease of use Accurate and up to date	5.0
3806	In this day and age where we have just about every kind of mapping program available to us via the web or even on Smartphones why would we need a	3.0
3807	For someone like me who takes a lot of road trips this is an excellent product While there are many free map direction services online this software really is a	5.0
3808	This is the first time I ever got a maps and streets program Usually I just go onto google maps and search it up The installation process of this was	3.0
3809	Ive used it several time to route trips Compared to an older version it sometimes take strange routes that seem out of the way Does not show the street next	3.0
